X,Y,OBJECTID,CFNAME,CFTYPE,CFSUBTYPE,ADDRESS,GNISCODE,COMMENT,Jurisdiction,Community
1147932.14175,1898531.772,962,Goldblatt Elementary School,School,PubElem,211 S Kildare Ave,417636,,CHICAGO BOARD OF ED   ,Chicago
1148316.49875,1897540.42075,963,Melody Elementary School,School,PubElem,412 S Keeler Ave,1831093,,CHICAGO BD EDUCATION  ,Chicago
1150755.68125,1893548.88475,964,Henson Elementary School,School,PubElem,1326 S Avers Ave,410085,Closed,CHICAGO BD EDUCATION  ,Chicago
1157370.65575,1898760.817,965,Calhoun North Elementary School,School,PubElem,206 S California Ave,405360,,CHICAGO BD EDUCATION  ,Chicago
1156082.7135,1895995.23975,966,Bethune Elementary School,School,PubElem,823 S Albany Ave,1826405,,CHICAGO BD EDUCATION  ,Chicago
1149387.85725,1895631.15425,967,Webster Elementary School,School,PubElem,4055 W Arthington St,420704,,CHICAGO BD EDUCATION  ,Chicago
1147809.567,1896306.5445,968,Charles Sumner Math and Science Community Academy Elementary School,School,PubElem,4320 W 5th Ave,419365,,CHICAGO BD EDUCATION  ,Chicago
1154554.2205,1891643.30825,969,Catalyst Charter Elementary School - Howland,School,PubElem,1613 S Christiana Ave,410630,,CHICAGO BD EDUCATION  ,Chicago
1154398.804,1891767.369,970,North Lawndale College Preparatory Charter - Christiana,School,PubHigh,1613 S Christiana Ave,,,CHICAGO BD EDUCATION  ,Chicago
1161201.1305,1889517.0285,971,Pickard Elementary School,School,PubElem,2300 W Cermak Rd,415632,,CHICAGO BD EDUCATION  ,Chicago
1148132.42275,1892280.58375,972,Hughes C Elementary School,School,PubElem,4247 W 15th St,410664,,CHICAGO BD EDUCATION  ,Chicago
1152451.6375,1891611.33275,973,Dvorak Technology Academy Elementary School,School,PubElem,3615 W 16th St,407549,,CHICAGO BD EDUCATION  ,Chicago
1158764.2425,1892419.9145,974,Plamondon Elementary School,School,PubElem,2642 W 15th Pl,1832693,,CHICAGO BD EDUCATION  ,Chicago
1158051.342,1894412.61475,975,Chalmers Specialty Elementary School,School,PubElem,2745 W Roosevelt Rd,1826533,,CHICAGO BD EDUCATION  ,Chicago
1153253.56275,1889486.767,976,Crown Community Academy of Fine Arts Center Elementary School,School,PubElem,2128 S Saint Louis Ave,406853,Additional GNIS code of 1826767.,CHICAGO BD EDUCATION  ,Chicago
1151757.296,1892750.78425,977,Theodore Herzl Elementary School,School,PubElem,1422 S Lawndale Ave,410116,Additional GNIS code of 1832979.,CHICAGO BD EDUCATION  ,Chicago
1155545.99475,1888765.55775,978,Kanoon Elementary Magnet School,School,PubElem,2233 S Kedzie Ave,1830918,,CHICAGO BD EDUCATION  ,Chicago
1157621.33275,1888075.5645,979,Maria Saucedo Elementary Scholastic Academy,School,PubElem,2850 W 24th Blvd,1836590,,CHICAGO BD EDUCATION  ,Chicago
1148124.737,1886870.433,981,Corkery Elementary School,School,PubElem,2510 S Kildare Ave,406588,,CHICAGO BD EDUCATION  ,Chicago
1156873.67775,1887654.39975,982,Spry Community Links High School,School,PubHigh,2400 S Marshall Blvd,,,CHICAGO BD EDUCATION  ,Chicago
1156873.67775,1887654.39975,983,Spry Elementary Community School,School,PubElem,2400 S Marshall Blvd,419014,,CHICAGO BD EDUCATION  ,Chicago
1149938.28925,1884739.743,984,Whitney Elementary School,School,PubElem,2815 S Komensky Ave,421113,,CHICAGO BD EDUCATION  ,Chicago
1152582.702,1887860.6355,985,Lazaro Cardenas Elementary School,School,PubElem,2345 S Millard Ave,1826504,,CHICAGO BD EDUCATION  ,Chicago
1158773.26375,1880839.636,986,Burroughs Elementary School,School,PubElem,3542 S Washtenaw Ave,405273,,CHICAGO BD EDUCATION  ,Chicago
1152110.96275,1888866.65125,987,Paderewski Elementary Learning Academy,School,PubElem,2221 S Lawndale Ave,415294,Closed,CHICAGO BD EDUCATION  ,Chicago
1156121.66075,1897327.395,988,Jensen Elementary Scholastic Academy,School,PubElem,531 S Albany Ave,411093,,CHICAGO BD EDUCATION  ,Chicago
1154645.6655,1888247.12825,989,Farragut Career Academy High School,School,PubHigh,2349 S Christiana Ave,408295,,PUB BLDG COMM OF CHGO ,Chicago
1160651.1705,1753946.19875,990,Rich East High School,School,PubHigh,300 Sauk Trl,426976,,TR OF SCH DIST #227   ,Park Forest
1154065.4715,1881802.96575,991,Paul Simon Chicago Job Corps,School,PubSchool,3348 S Kedzie Ave,,,STATE OF ILLINOIS     ,Chicago
1153762.68575,1894785.869,992,Learn Charter Elementary School - Romano Butler Campus,School,PubElem,1132 S Homan Ave,,,LAWNDALE EDU-REG SCHOL,Chicago
1159251.63475,1887083.13825,993,Saint Augustine College,School,HigherEd,2610 W 25th Pl,,,ST AUGUSTINE COLLEGE  ,Chicago
1163741.59025,1898600.4295,994,Malcolm X College,School,HigherEd,1900 W Van Buren St,1830998,,PUB BLDG COMM OF CHGO ,Chicago
1160546.46225,1885203.4455,995,City Colleges of Chicago: West Side Technical Institute of Daley College,School,HigherEd,2800 S Western Ave,,,CHICAGO PUB BLDG COMM ,Chicago
1156590.55075,1896312.313,996,Kellman Corporate Community Elementary School,School,PubElem,751 S Sacramento Blvd,,,CATHOLIC BISHOP CHGO  ,Chicago
1149818.258,1894135.23875,997,Chicago West Side Christian School Association,School,PrivSchool,1240 S Pulaski Rd,,,CHGO WSTSIDE CHRN SCH ,Chicago
1163248.70475,1762099.25175,998,Illinois School,School,PubSchool,210 Illinois St,410770,,SCHOOL DIST #162      ,Park Forest
1150006.35525,1894048.6585,999,Community Christian Alternative Academy,School,PrivSchool,1231 S Pulaski Rd,,,COMM CHRISTN ALT ACAD ,Chicago
1150006.35525,1894048.6585,1000,Community Services West High School,School,PubHigh,1239 S Pulaski Rd,,,COMM CHRISTN ALT ACAD ,Chicago
1161877.29275,1891027.5345,1001,Saint Anns High School,School,PrivHigh,2211 W 18th Pl,417151,,CATHOLIC BISHOP CHGO  ,Chicago
1153464.2825,1757556.1075,1002,South Suburban Christian Academy,School,PrivSchool,4200 Maple Ave,,,SO SUB. CHRISTIAN CTR ,Richton Park
1162054.40925,1895957.7415,1003,Chicago Hope Academy,School,PrivSchool,2189 W Bowler St,1833156,,CHGO HOPE ACADEMY     ,Chicago
1150420.5015,1896474.8065,1004,Saint Agatha Catholic Academy,School,PrivSchool,3900 W Lexington St,416198,,CATHOLIC BISHOP CHGO  ,Chicago
1155371.75575,1892983.50325,1006,Saint Agatha Catholic Academy,School,PrivSchool,3143 W Douglas Blvd,1833096,,CATHOLIC BISHOP CHGO  ,Chicago
1156226.7485,1888945.09,1009,Our Lady of Tepeyac Elementary School,School,PrivElem,2228 S Whipple St,417225,,CATHOLIC BISHOP CHGO  ,Chicago
1152868.82575,1886006.395,1010,Saint Agnes of Bohemia School,School,PrivSchool,2643 S Central Park Ave,404557,,CATHOLIC BISHOP CHGO  ,Chicago
1148616.02025,1886895.30175,1011,Epiphany School,School,PrivSchool,4223 W 25th St,408045,,CATHOLIC BISHOP CHGO  ,Chicago
1160343.569,1897580.0625,1012,Precious Blood School,School,PrivSchool,2405 W Congress Pkwy,1832736,,CATHOLIC BISHOP CHGO  ,Chicago
1160343.569,1897580.0625,1013,Learn Charter School - Excel Campus,School,PubSchool,2405 W Congress Pkwy,,,CATHOLIC BISHOP CHGO  ,Chicago
1147435.697,1755965.373,1015,Rich South High School,School,PubHigh,5000 Sauk Trl,422307,,VILLAGE OF RICHTON PK ,Richton Park
1160667.636,1887038.82025,1016,Instituto Health Sciences Career Academy High School,School,PubHigh,2520 S Western Ave,,,,Chicago
1158854.561,1888505.32675,1017,UNO Charter - Octavio Paz Campus,School,PubSchool,2301 S Washtenaw Ave,,,CATHOLIC BISHOP CHGO  ,Chicago
1163739.39675,1895781.59325,1018,Children of Peace,School,PrivSchool,1900 W Taylor St,1833044,Additional GNIS code of 1833043.,CATHOLIC BISHOP CHGO  ,Chicago
1157680.30375,1889500.41075,1019,Hammond Elementary School,School,PubElem,2819 W 21St Pl,409719,,CHICAGO BD EDUCATION  ,Chicago
1151241.288,1755505.624,1020,Sauk Elementary School,School,PubElem,4409 Churchill Dr,422311,,SCHOOL DIST #162      ,Richton Park
1155436.6215,1902810.01175,1022,Morton Elementary School of Excellence,School,PubElem,431 N Troy St,413858,Feature name was taken from the Chicago Public School District website.,CHICAGO BD EDUCATION  ,Chicago
1155436.6215,1902810.01175,1023,Mary Mapes Dodge Elementary Renaissance Academy,School,PubElem,431 N Troy St,407277,School was co-located with Morton Elementary School of Excellence according to CPS closings data. Feature name was taken from the Chicago Public School District website.,CHICAGO CITY OF       ,Chicago
1158602.38525,1900405.942,1024,Vacant Chicago School Building,School,PubSchool,42 N Talman Ave,,According to the Chicago Public School closings news release Dodge Elementary combined with Morton Elementary school. Verify whether these schools are using the previous Morton or Dodge building.,CHICAGO BD EDUCATION  ,Chicago
1151748.5145,1904866.17,1025,Noble Street Charter - Rowe Clark Math and Science Academy,School,PubSchool,3645 W Chicago Ave,,,CHICAGO DEPT PLANNING ,Chicago
1154726.8945,1899572.92725,1026,Garfield Park Preparatory Academy Elementary School,School,PubElem,3250 W Monroe St,408902,Closed,DEPT OF HSG-URBAN RNL ,Chicago
1154726.8945,1899572.92725,1027,Faraday Elementary School,School,PubElem,3250 W Monroe St,1826802,,DEPT OF HSG-URBAN RNL ,Chicago
1154623.25175,1898933.2385,1028,Marshall Metropolitan High School,School,PubHigh,3250 W Adams St,413052,,CHICAGO BOARD OF ED   ,Chicago
1160461.74575,1907826.16325,1029,Clemente Community Academy High School,School,PubHigh,1147 N Western Ave,1826703,,PUB BLDG COMM OF CHGO ,Chicago
1149207.04525,1904595.85275,1030,Orr Academy High School,School,PubHigh,730 N Pulaski Rd,1832535,Additional GNIS code of 415183.,PUB BLDG COMM OF CHGO ,Chicago
1150487.31775,1912708.82575,1031,Ames Middle School,School,PubElem,1920 N Hamlin Ave,,,PUB BLDG COMM OF CHGO ,Chicago
1159438.2455,1907058.757,1032,Saint Marks School,School,PubSchool,2510 W Cortez St,417528,Additional GNIS code of 1833348.,CATHOLIC BISHOP CHGO  ,Chicago
1158251.08875,1909309.803,1033,Erie Charter School,School,PubSchool,1405 N Washtenaw Ave,,,CATHOLIC BISHOP CHGO  ,Chicago
1158059.791,1909306.15525,1034,Saint Fidelis School,School,PrivSchool,1406 N Washtenaw Ave,1833206,,CATHOLIC BISHOP CHGO  ,Chicago
1150708.364,1905829.9755,1035,Galapagos Elementary Charter School,School,PubElem,3814 W Iowa St,2338939,,CATHOLIC BISHOP CHGO  ,Chicago
1142475.24225,1898357.135,1036,Christ the King Jesuit College Preparatory School,School,PrivHigh,5088 W Jackson Blvd,,,CATHOLIC BISHOP CHGO  ,Chicago
1151565.32625,1910231.36775,1037,Maternity of the Blessed Virgin Mary School,School,PrivSchool,1537 N Lawndale Ave,1831047,,CATHOLIC BISHOP CHGO  ,Chicago
1141964.64075,1905116.0035,1038,San Miguel School - Gary Comer Campus,School,PrivSchool,819 N Leamington Ave,,,CATHOLIC BISHOP CHGO  ,Chicago
1137606.2675,1908281.309,1039,Saint Angela School,School,PrivSchool,1332 N Massasoit Ave,417149,,CATHOLIC BISHOP CHGO  ,Chicago
