X,Y,OBJECTID,CFNAME,CFTYPE,CFSUBTYPE,ADDRESS,GNISCODE,COMMENT,Jurisdiction,Community
1062478.077,1972900.04825,1794,Plum Grove Junior High School,School,PubElem,2600 Plum Grove Rd,1832702,,SCHOOL DIST # 15      ,Rolling Meadows
1051696.9525,1974034.796,1795,ChildBridge Center for Education,School,PrivSchool,1760 W Algonquin Rd,426638,,LITTLE CITY FOUNDATION,Palatine Twp
1200825.657,1782974.9595,1796,Thoronton Fractional High School South,School,PubHigh,18500 Burnham Ave,426992,,SCHOOL DIST #215      ,Lansing
1070388.05775,1966629.22925,1797,Rolling Meadows High School,School,PubHigh,2901 Central Rd,1764332,,SCHOOL DIST #214      ,Rolling Meadows
1069695.0625,1965428.1115,1798,Willow Bend Elementary School,School,PubElem,4700 Barker Ave,1772688,,SCHOOL DIST #15       ,Rolling Meadows
1006702.053,1949878.094,1799,Madrasah Institute Of Islamic Education,School,PrivSchool,1048 Bluff City Blvd,,,INSTITUTE ISLAMIC ED  ,Elgin
1009356.27075,1949470.7765,1800,Institute Of Islamic Education,School,PrivSchool,1280 Bluff City Blvd,,,INSTITUTE ISLAMIC ED  ,Elgin
1008031.93475,1952859.30875,1801,Elgin High School,School,PubHigh,1200 Maroon Dr,1737489,,SCHOOL DIST U-46      ,Elgin
1200806.0365,1783995.00075,1802,Crawl School,School,PubSchool,18300 Greenbay Ave,406760,,SCHOOL DIST #158      ,Lansing
1021256.73125,1952973.272,1803,Streamwood High School,School,PubHigh,701 W Schaumburg Rd,1772635,,SCHOOL DIST U-46      ,Streamwood
1200364.15675,1785292.717,1804,Saint Ann School,School,PrivSchool,3014 Ridge Rd,417168,,CATHOLIC BISHOP CHGO  ,Lansing
1042097.57375,1947406.60575,1805,Jane Adams Junior High School,School,PubElem,700 S Springinsguth Rd,1830848,,SCHOOL DIST # 54      ,Schaumburg
1025109.50875,1943020.50275,1806,Eastview Middle School,School,PubElem,321 N Oak Ave,1737487,,SCHOOL DIST U-46      ,Bartlett
1025882.9365,1942298.11325,1807,Independence School,School,PubSchool,200 Taylor Ave,1830667,,SCHOOL DIST U-46      ,Bartlett
1031800.47225,1952490.651,1808,Canton Middle School,School,PubElem,1100 Sunset Cir,1737431,,SCHOOL DIST U-46      ,Streamwood
1047483.1145,1958160.18525,1809,Helen Keller Junior High School,School,PubElem,820 Bode Rd,1830921,,SCHOOL DIST #54       ,Schaumburg
1039092.836,1954034.41575,1810,Elizabeth Blackwell Elementary School,School,PubElem,345 N Walnut Ln,1737401,,SCHOOL DIST #54       ,Schaumburg
1038448.7675,1946017.2195,1811,Ann W. Fox Elementary School,School,PubElem,1035 Parkview Dr,1737374,,SCHOOL DIST #54       ,Hanover Park
1006307.909,1958630.526,1812,Lords Park Elementary School,School,PubElem,323 Waverly Dr,1831387,,SCHOOL DIST U-46      ,Elgin
1129395.5505,1992442.32125,1813,Dayspring Montessori School,School,PrivSchool,952 Northbrook Ave,414908,,KOREAN CENT COV CH CHI,Northbrook
1198502.8345,1783965.185,1814,Memorial Junior High School,School,PubElem,2721 Ridge Rd,423738,,SCHOOL DIST #158      ,Lansing
1162962.63825,1955917.7155,1815,Lincoln Elementary School,School,PubElem,910 Forest Ave,412200,,SCHOOL DIST #65       ,Evanston
1148760.30725,1945201.71325,1816,Lincoln Hall Middle School,School,PubElem,6850 N East Prairie Rd,1831339,,SCHOOL DIST #74       ,Lincolnwood
1121514.8075,1947299.454,1817,Montessori Academy of Illinois ,School,PrivSchool,418 W Touhy Ave,,,1ST UN MET CH PK RIDGE,Park Ridge
1029933.53725,1945720.61275,1818,Tefft Middle School,School,PubElem,1100 Shirley Ave,1772645,,SCHOOL DIST U-46      ,Streamwood
1084285.48225,1998586.0775,1819,Saint Mary School,School,PrivSchool,10 N Buffalo Grove Rd,,,CATHOLIC BISHOP CHGO  ,Buffalo Grove
1079573.56575,1994080.3145,1820,Buffalo Grove High School,School,PubHigh,1100 W Dundee Rd,1826473,,BUFFALO GROVE PARK DIS,Buffalo Grove
1084316.3185,1994370.978,1821,Joyce Kilmer Elementary School,School,PubElem,655 Golfview Ter,,,BUFFALO GROVE PARK DIS,Buffalo Grove
1194235.233,1784454.1565,1822,Oak Glen Elementary School,School,PubElem,2101 182nd St,1832461,,SCHOOL DIST #158      ,Lansing
1050261.3575,1965021.3955,1823,Lincoln Prairie Elementary School,School,PubElem,520 Hillcrest Blvd,1737712,,HOFFMAN ESTATES PK DST,Hoffman Estates
1032014.51375,1939878.8115,1824,Ontarioville Elementary School,School,PubElem,2100 Elm Ave,1832521,,SCHOOL DIST U-46      ,Hanover Park
1045332.7825,1964324.3945,1825,Douglas MacArthur Elementary School,School,PubElem,1800 Chippendale Rd,1737770,,SCHOOL DIST #54       ,Hoffman Estates
1064316.48675,1962591.3505,1826,Roosevelt University,School,HigherEd,1410 Roosevelt Blvd,,,ROOSEVELT UNIVERSITY  ,Schaumburg
1045796.05425,1962261.27975,1827,Hoffman Estates High School,School,PubHigh,1100 W Higgins Rd,1829688,,SCHOOL DIST #211      ,Hoffman Estates
1046302.3305,1948025.91575,1828,Thomas Dooley Elementary School,School,PubElem,622 Norwood Ln,1772649,,SCHOOL DIST #54       ,Schaumburg
1195320.044,1785250.52075,1830,Illiana Christian High School,School,PrivHigh,2261 Indiana Ave,410755,,ILLIANA CHRSTN HS ASSC,Lansing
1003560.777,1950315.73475,1831,Huff Elementary School,School,PubElem,801 Hastings St,410655,,SCHOOL DIST U-46      ,Elgin
1070986.84575,1970054.987,1832,Carl Sandburg Junior High School,School,PubElem,2600 Martin Ln,426651,,SCHOOL DIST #15       ,Rolling Meadows
1052743.368,1954318.52,1833,Schaumburg Christian School,School,PrivSchool,200 N Roselle Rd,,,BETHEL BAPTIST CHURCH ,Schaumburg
1194927.0965,1793089.2505,1834,American School of Correspondence,School,PrivSchool,2200 170th St,,,AMER SCH OF CORSPNDNCE,Lansing
1082415.93575,1968360.29425,1835,Dryden Elementary School,School,PubElem,722 S Dryden Pl,407439,,SCHOOL DIST #25       ,Arlington Heights
1082296.52675,1959563.06875,1836,Forestview Education Center,School,PubSchool,2121 S Goebert Rd,408530,,SCHOOL DIST #214      ,Arlington Heights
1162806.4365,1900857.52375,1837,Suder Montessori Elementary Magnet School,School,PubElem,2022 W Washington Blvd,,,CHICAGO BD EDUCATION,Chicago
1175750.39825,1910732.08825,1838,Latin School of Chicago Lower,School,PrivSchool,1531 N Dearborn Pkwy,,,CHICAGO LATIN SCH.FOUN,Chicago
1175423.19225,1910878.4265,1839,Latin School of Chicago Upper,School,PrivSchool,59 W North Blvd,1826573,,CHICAGO LATIN SCHOOL  ,Chicago
1173496.6145,1911837.43325,1840,LaSalle Elementary Language Academy,School,PubElem,1734 N Orleans St,411663,,CHICAGO BD EDUCATION  ,Chicago
1174534.02275,1906549.87075,1841,Moody Bible Institute of Chicago,School,PrivSchool,820 N La Salle Dr,1831187,,MOODY BIBLE INSTITUTE ,Chicago
1174282.989,1907419.0715,1842,Payton High School,School,PubHigh,1034 N Wells St,,,CHICAGO BOARD OF ED   ,Chicago
1172828.96475,1907485.82525,1843,Jenner Elementary School,School,PubElem,1119 N Cleveland Ave,411089,,CHICAGO BD EDUCATION  ,Chicago
1165236.9085,1903685.46975,1844,Esperanza School,School,PrivSchool,520 N Marshfield Ave,1826304,,ESPERANZA COMM SERVICE,Chicago
1166982.5755,1908795.6945,1845,Saint Stanislaus Kostka School,School,PrivSchool,1255 N Noble St,1836512,,CATHOLIC BISHOP CHGO  ,Chicago
1166782.36475,1906932.68775,1846,Noble Street College Prep School,School,PrivSchool,1010 N Noble St,,,NORTHWESTERN UNIV     ,Chicago
1166495.778,1906870.3265,1847,Peabody Elementary School,School,PubElem,1444 W Augusta Blvd,415482,,CHICAGO BD EDUCATION  ,Chicago
1164225.13175,1912356.441,1848,Saint Mary of the Angels School,School,PrivSchool,1858 N Hermitage Ave,1833372,,CATHOLIC BISHOP CHGO  ,Chicago
1171080.052,1913840.152,1849,Arnold School,School,PubSchool,2021 N Burling St,403633,,CHICAGO BOARD OF ED   ,Chicago
1171417.89075,1913929.54975,1850,Lincoln Park High School,School,PubHigh,2001 N Orchard St,1831347,,CHICAGO BD EDUCATION  ,Chicago
1163557.4985,1912527.60325,1851,Drummond Elementary School,School,PubElem,1845 W Cortland St,407404,,CHICAGO BD EDUCATION  ,Chicago
1170043.28925,1914248.355,1852,Saint James Lutheran School,School,PrivSchool,2101 N Fremont St,1833262,,ST JAMES LUTH CHURCH  ,Chicago
1169000.122,1914519.48175,1853,De Paul University Theatre College,School,HigherEd,2135 N Kenmore Ave,1837114,,DE PAUL UNIVERSITY    ,Chicago
1171169.7415,1912165.79525,1854,Newberry Elementary Academy,School,PubElem,700 W Willow St,414481,,CHICAGO BD EDUCATION  ,Chicago
1165247.38,1911119.6235,1855,Burr Elementary School,School,PubElem,1639 N Marshfield Ave,405266,,CHICAGO BD EDUCATION  ,Chicago
1203179.74225,1787329.78325,1856,Coolidge Elementary School,School,PubElem,17845 Henry St,406516,,SCHOOL DIST #158      ,Lansing
1160627.644,1906500.58575,1857,Saint Helen School,School,PrivSchool,2347 W Augusta Blvd,417312,,CATHOLIC BISHOP CHGO  ,Chicago
1161720.1775,1906732.131,1858,Columbus Elementary School,School,PubElem,1003 N Leavitt St,406420,,CHICAGO BD EDUCATION  ,Chicago
1165208.5655,1906525.62,1859,Wells Community Academy High School,School,PubHigh,938 N Ashland Ave,420740,,PUB BLDG COMM OF CHGO ,Chicago
1176421.6035,1906052.9325,1861,Loyola University of Chicago,School,HigherEd,1 E Pearson St,1831396,,LOYOLA UNIV OF CHGO   ,Chicago
1174112.26125,1909172.18425,1862,Franklin Elementary Fine Arts Center,School,PubElem,225 W Evergreen Ave,408701,,CHICAGO BD EDUCATION  ,Chicago
1171487.76,1909459.238,1863,Ogden School,School,PubSchool,1409 N Ogden Ave,,,CHICAGO BD EDUCATION  ,Chicago
1160619.1735,1908876.6345,1864,De Diego Elementary Community Academy,School,PubElem,1337 N Claremont Ave,419911,,CHICAGO BD EDUCATION  ,Chicago
1161309.72025,1909495.06725,1865,Sabin Elementary Magnet School,School,PubElem,2216 W Hirsch St,417087,,CHICAGO BD EDUCATION  ,Chicago
1166395.2265,1907940.53675,1866,Holy Trinity High School,School,PrivHigh,1150 N Cleaver St,410452,,HOLY TRINITY HIGH SCHL,Chicago
1166685.59825,1907824.94975,1867,Prologue Early College High School,School,PubHigh,1118 N Noble St,,,CATHOLIC BISHOP CHGO  ,Chicago
1166287.2,1909821.495,1868,Lozano Bilingual School ,School,PubSchool,1424 N Cleaver St,,,CHICAGO BD EDUCATION  ,Chicago
1175974.82525,1907031.454,1869,Ogden Elementary School,School,PubElem,24 W Walton St,414964,,CHICAGO BD EDUCATION  ,Chicago
1174061.67,1909781.633,1870,Catherine Cook School,School,PrivSchool,226 W Schiller St,,,CATHERINE COOK SCHOOL ,Chicago
1174043.40875,1909968.3825,1871,Immaculate Conception School,School,PrivSchool,1431 N Park Ave,1830640,,CATHOLIC BISHOP CHGO  ,Chicago
1172917.343,1909744.87575,1872,Manierre Elementary School,School,PubElem,1420 N Hudson Ave,412885,,CHICAGO BD EDUCATION  ,Chicago
1176363.61025,1905639.5495,1873,Frances Xavier Warde School - Holy Name Cathedral Campus,School,PrivSchool,751 N State St,,,CATHOLIC BISHOP CHGO  ,Chicago
1196754.52125,1785248.4665,1874,Trinity Lutheran School,School,PrivSchool,18148 Glen Ter,419877,,TRINITY EV LUTH CHURCH,Lansing
1169508.4805,1905626.69875,1876,Chicago Academy for the Arts,School,PrivSchool,1010 W Chicago Ave,1831177,,CATHOLIC BISHOP CHGO  ,Chicago
1161234.81525,1905703.5295,1877,Saint Nicholas School,School,PrivSchool,2200 W Rice St,417654,,ST NICHOLAS DIOC CHGO ,Chicago
1162550.684,1909235.989,1878,Pritzker Elementary School,School,PubElem,2009 W Schiller St,1832750,,CHICAGO BD EDUCATION  ,Chicago
1166264.0795,1905171.51175,1879,Noble Street Charter School,School,PubSchool,1454 W Superior St,,,CATHOLIC BISHOP CHGO  ,Chicago
1165383.79275,1900933.4445,1880,Hope Institute Learning Academy Elementary School,School,PubElem,111 N Paulina St,,,CHICAGO BD EDUCATION  ,Chicago
1164563.46925,1900569.1865,1881,Brown W Elementary School,School,PubElem,54 N Hermitage Ave,404963,,CHICAGO BD EDUCATION  ,Chicago
1167957.3885,1904660.125,1882,Ogden International High School,School,PubHigh,1250 W Erie St,,,CHICAGO BD EDUCATION  ,Chicago
1167957.3885,1904660.125,1883,Carpenter Elementary School,School,PubElem,1250 W Erie St,405624,,CHICAGO BD EDUCATION  ,Chicago
1166344.424,1908230.585,1884,Near North Montessori School,School,PrivSchool,1434 W Division St,1829727,,N N MONTESSORI SCHOOL ,Chicago
1167323.846,1904015.32975,1885,Rauner School,School,PrivSchool,1337 W Ohio St,1836587,,CATHOLIC BISHOP CHGO  ,Chicago
1166296.2295,1903818.33,1886,Otis Elementary School,School,PubElem,1448 W Grand Ave,415205,,CHICAGO BOARD OF ED   ,Chicago
1177852.78675,1903185.746,1887,University of Chicago Downtown Campus Gleacher Center,School,HigherEd,450 N Cityfront Plaza Dr,,,UNIV OF CHICAGO       ,Chicago
1163914.99125,1904165.60475,1888,Talcott Elementary School,School,PubElem,1840 W Ohio St,419526,,CHICAGO BD EDUCATION  ,Chicago
1176623.11875,1901859.451,1889,Harold Washington College,School,HigherEd,30 E Lake St,1832952,,PUB BLDG COMM OF CHGO ,Chicago
1174177.31675,1908009.41,1890,Lake Shore Preparatory School,School,PrivSchool,300 W Hill St,,,,Chicago
1029063.66125,1950100.3595,1891,Saint John The Evangelist School,School,PrivSchool,502 S Park Blvd,,,CATHOLIC BISHOP CHGO  ,Streamwood
1151413.45275,1917479.70275,1892,Monroe Elementary School,School,PubElem,3651 W Schubert Ave,413738,,CHICAGO BD EDUCATION  ,Chicago
1159083.76725,1916966.76025,1893,Saint John Berchmans School,School,PrivSchool,2509 W Logan Blvd,404200,,CATHOLIC BISHOP CHGO  ,Chicago
1200141.725,1768522.22325,1894,Sandridge School,School,PubSchool,2946 Glenwood-Dyer Rd,417979,,SCHOOL DIST #172      ,Bloom Twp
1154401.9795,1919260.9985,1895,Logandale Middle School,School,PubElem,2945 N Sawyer Ave,1831377,,CHICAGO BD EDUCATION  ,Chicago
1154278.94575,1919561.8965,1896,Avondale Elementary School,School,PubElem,2945 N Sawyer Ave,403771,,CHICAGO BD EDUCATION  ,Chicago
1151456.43275,1918818.0435,1897,Saint Hyacinth School,School,PrivSchool,3640 W Wolfram St,417319,,CATHOLIC BISHOP CHGO  ,Chicago
1150854.3725,1916124.0985,1898,Our Lady of Grace School,School,PrivSchool,2446 N Ridgeway Ave,415246,,CATHOLIC BISHOP CHGO  ,Chicago
1164329.914,1924059.3185,1899,Saint Andrew School,School,PrivSchool,1710 W Addison St,417138,,CATHOLIC BISHOP CHGO  ,Chicago
1158717.10425,1922259.53375,1900,Devry Advantage Academy High School,School,PubHigh,3300 N Campbell Ave,,,,Chicago
1155128.09825,1915434.086,1901,Darwin Elementary School,School,PubElem,3116 W Belden Ave,406959,,CHICAGO BD EDUCATION  ,Chicago
1172033.14375,1922996.642,1902,Chicago City Day School,School,PrivSchool,541 W Hawthorne Pl,1825999,,CHICAGO CITY DAY SCH  ,Chicago
1156910.30325,1924832.2735,1903,Uhlich Childrens Home,School,PrivSchool,3737 N Mozart St,,Special Education,UH EVN LTH ORPHN ASYLM,Chicago
1153585.641,1925419.26225,1904,Chicago International Charter - Irving Park  School,School,PrivSchool,3834 N Spaulding Ave,1830649,,CATHOLIC BISHOP CHGO  ,Chicago
1151301.885,1921935.7325,1905,Reilly Elementary School,School,PubElem,3638 W School St,416516,,CHICAGO BD EDUCATION  ,Chicago
1151886.24075,1924847.3275,1906,Murphy Elementary School,School,PubElem,3539 W Grace St,414248,,CHICAGO BD EDUCATION  ,Chicago
1151444.06125,1925889.40625,1907,Park View Lutheran School,School,PrivSchool,3919 N Monticello Ave,,,PARK VIEW LUTH CHURCH ,Chicago
1154861.754,1925578.567,1908,Cleveland Elementary School,School,PubElem,3121 W Byron St,406248,,CHICAGO BD EDUCATION  ,Chicago
1155952.669,1921469.971,1909,Linne Elementary School,School,PubElem,3221 N Sacramento Ave,412247,,CHICAGO BD EDUCATION  ,Chicago
1157237.83775,1924309.32075,1910,Gordon Technical High School,School,PrivHigh,3633 N California Ave,409197,,CONG OF RESURRECTION  ,Chicago
1155750.1075,1914176.755,1911,Saint Sylvester School,School,PrivSchool,3027 W Palmer Blvd,417805,,CATHOLIC BISHOP CHGO  ,Chicago
1161563.39675,1923402.088,1912,Audubon Elementary School,School,PubElem,3500 N Hoyne Ave,403724,,CHICAGO BD EDUCATION  ,Chicago
1164527.417,1923443.758,1913,Hamilton Elementary School,School,PubElem,1650 W Cornelia Ave,409701,,CHICAGO BD EDUCATION  ,Chicago
1168194.9155,1922347.30625,1914,Hawthorne Elementary Scholastic Academy,School,PubElem,3319 N Clifton Ave,409951,,CHICAGO BD EDUCATION  ,Chicago
1160802.2825,1926932.081,1915,Coonley Elementary School,School,PubElem,4046 N Leavitt St,406545,,CHICAGO BD EDUCATION  ,Chicago
1171466.1,1922018.60525,1916,Nettlehorst Elementary School,School,PubElem,3252 N Broadway Ave,414370,,CHICAGO BD EDUCATION  ,Chicago
1170851.68025,1921590.353,1917,Mount Carmel Academy,School,PrivSchool,720 W Belmont Ave,413952,,CATHOLIC BISHOP CHGO  ,Chicago
1150512.87375,1914577.445,1918,Mozart Elementary School,School,PubElem,2200 N Hamlin Ave,414157,,CHICAGO BD EDUCATION  ,Chicago
1163239.2285,1921111.13575,1919,Jahn Elementary School,School,PubElem,3149 N Wolcott Ave,411022,,CHICAGO BD EDUCATION  ,Chicago
1164628.84075,1918347.75425,1920,Cardinal Bernardin Center,School,PrivSchool,1651 W Diversey Pkwy,417208,,CATHOLIC BISHOP CHGO  ,Chicago
1171077.39175,1917248.896,1921,Saint Clement School,School,PrivSchool,2524 N Orchard St,417241,,CATHOLIC BISHOP CHGO  ,Chicago
1171349.01375,1917777.669,1922,Alcott Elementary School,School,PubElem,2625 N Orchard St,403384,,CHICAGO BD EDUCATION  ,Chicago
1171621.63575,1915781.4475,1923,Lincoln Elementary School,School,PubElem,617 W Kemper Pl,412196,,CHICAGO BD EDUCATION  ,Chicago
1173558.33425,1915187.983,1924,Francis W Parker School,School,PrivSchool,330 W Webster Ave,415398,,F W PARKER SCHOOL     ,Chicago
1166702.371,1915282.048,1925,Saint Josaphat School,School,PrivSchool,2245 N Southport Ave,1836710,,CATHOLIC BISHOP CHGO  ,Chicago
1166147.3205,1919825.735,1926,Alphonsus Academy & Center for Arts,School,PrivSchool,1456 W Oakdale Ave,,,CATHOLIC BISHOP CHGO  ,Chicago
1157702.61925,1918053.812,1927,Brentano Elementary Math and Science Academy,School,PubElem,2723 N Fairfield Ave,404815,,CHICAGO BD EDUCATION  ,Chicago
1156723.96,1920378.11875,1928,UNO Charter School - Fuentes,School,PrivSchool,2845 W Barry Ave,417288,,CATHOLIC BISHOP CHGO  ,Chicago
1149938.7205,1921335.26575,1930,Garcia Lorca Elementary School,School,PubElem,3231 N Springfield Ave,,,BOARD EDUCATION       ,Chicago
1169080.98025,1915721.43875,1931,De Paul University,School,HigherEd,2320 N Kenmore Ave,407022,,DE PAUL UNIVERSITY,Chicago
1133948.14825,1919607.08875,1932,Steinmetz High School,School,PubHigh,3030 N Mobile Ave,419097,,CHICAGO BD EDUCATION  ,Chicago
1145724.15125,1918615.3135,1933,Barry Elementary School,School,PubElem,2828 N Kilbourn Ave,403935,,CHICAGO BD EDUCATION  ,Chicago
1147352.83425,1927910.71675,1934,Belding Elementary School,School,PubElem,4257 N Tripp Ave,404112,,CHICAGO BD EDUCATION  ,Chicago
1146723.469,1926431.35325,1935,Lydia Urban Academy,School,PrivSchool,4300 W Irving Park Rd,,,LYDIA HOME ASSOCIATION,Chicago
1136302.5385,1920299.54125,1936,Saint Ferdinand School,School,PrivSchool,3131 N Mason Ave,417276,,CATHOLIC BISHOP CHGO  ,Chicago
1136302.5385,1920299.54125,1937,Notre Dame High School for Girls,School,PrivHigh,3115 N Mason Ave,,,CATHOLIC BISHOP CHGO  ,Chicago
1136213.50975,1920929.33075,1938,Saint Patrick High School,School,PrivHigh,5900 W Belmont Ave,417669,,ST PATRICK HIGH SCHOOL,Chicago
1140245.1525,1917600.774,1939,Schubert Elementary School,School,PubElem,2727 N Long Ave,418116,,CHICAGO BD EDUCATION  ,Chicago
1143510.2605,1915950.5825,1940,Saint Genevieve School,School,PrivSchool,4834 W Montana St,1833220,,CATHOLIC BISHOP CHGO  ,Chicago
1127557.2035,1922335.46275,1941,Our Saviour Lutheran School,School,PrivSchool,7151 W Cornelia Ave,415261,,OUR SAVIOR LUTH CH    ,Chicago
1134560.09175,1925833.6645,1942,Saint Pascal School,School,PrivSchool,6143 W Irving Park Rd,417661,,CATHOLIC BISHOP CHGO  ,Chicago
1137417.46075,1919692.28425,1943,Camras Elementary School,School,PubElem,3000 N Mango Ave,,,NOTRE DAME HIGH SCHOOL,Chicago
1130640.77525,1919945.525,1944,Oak Park Christian Academy,School,PrivSchool,3105 N Oak Park Ave,,,GRACE EV FREE CHURCH  ,Chicago
1133984.69275,1928112.9455,1945,Smyser Elementary School,School,PubElem,4310 N Melvina Ave,418661,,CHICAGO BD EDUCATION  ,Chicago
1129393.75175,1916325.19525,1946,Saint William School,School,PrivSchool,2558 N Newland Ave,417844,,CATHOLIC BISHOP CHGO  ,Chicago
1134294.96,1923718.78075,1947,Messiah Lutheran School,School,PrivSchool,6200 W Patterson Ave,413452,,MESSIAH EVANG LUTH CO ,Chicago
1142230.455,1918241.36275,1948,Evangelical Assembly Of God School,School,PrivSchool,5026 W Diversey Ave,1830869,,EVANGEL ASSM OF GOD   ,Chicago
1135602.06775,1922450.789,1949,Chicago Academy High School,School,PubHigh,3400 N Austin Ave,,,PUB BLDG COMM OF CHGO ,Chicago
1135610.74825,1922196.88275,1950,Chicago Academy Elementary School,School,PubElem,3400 N Austin Ave,,,PUB BLDG COMM OF CHGO ,Chicago
1133822.96875,1911029.345,1951,Lovett Elementary School,School,PubElem,6333 W Bloomingdale Ave,412699,,CHICAGO BD EDUCATION  ,Chicago
1141775.0395,1918138.5135,1952,Chicago Christian Academy,School,PrivSchool,5110 W Diversey Ave,,,EVANGEL ASSM OF GOD   ,Chicago
1142583.241,1923713.2875,1953,Saint Bartholomew School,School,PrivSchool,4941 W Patterson Ave,417189,,CATHOLIC BISHOP CHGO  ,Chicago
1141392.84675,1917696.7205,1954,Grace English Lutheran School,School,PrivSchool,2725 N Laramie Ave,409232,,GRACE ENGLISH LUTH CH ,Chicago
1143916.1625,1922773.11425,1955,Midwest Christian Academy,School,PrivSchool,3465 N Cicero Ave,413526,,MIDWEST BIBLE CHURCH  ,Chicago
1147542.95175,1921768.16575,1956,Scammon Elementary School,School,PubElem,4201 W Henderson St,418059,,CHICAGO BD EDUCATION  ,Chicago
1146727.7505,1923988.2775,1957,Schurz High School,School,PubHigh,3601 N Milwaukee Ave,418121,,CHICAGO BD EDUCATION  ,Chicago
1148021.66275,1923883.19075,1958,Saint Viator School,School,PrivSchool,4140 W Addison St,417833,,CATHOLIC BISHOP CHGO  ,Chicago
1025143.11175,1940435.51075,1959,Bartlett Elementary School,School,PubElem,111 E North Ave,1825864,,SCHOOL DIST U-46      ,Bartlett
1150523.28875,1854486.22925,1960,Richard J Daley College,School,HigherEd,7500 S Pulaski Rd ,1826119,,CHICAGO PUB BLDG COMM ,Chicago
1148207.725,1850803.682,1961,Stevenson Elementary School,School,PubElem,8010 S Kostner Ave,419119,,CHICAGO BD EDUCATION  ,Chicago
1133128.111,1868271.2955,1962,Saint Daniel the Prophet School,School,PrivSchool,5337 S Natoma Ave,417252,,CATHOLIC BISHOP CHGO  ,Chicago
1132515.58675,1861563.40075,1963,Blair Early Childhood Center,School,PubSchool,6751 W 63rd Pl,404545,,CHICAGO BD EDUCATION  ,Chicago
1131176.20875,1861459.6085,1964,Saint Rene Goupil,School,PrivSchool,6340 S New England Ave,417783,,CATHOLIC BISHOP CHGO  ,Chicago
1159435.12575,1857580.7595,1965,Saint Adrian School,School,PrivSchool,7054 S Washtenaw Ave,417119,,CATHOLIC BISHOP CHGO  ,Chicago
1156248.274,1858691.32025,1966,Tarkington School,School,PubSchool,6700 S Kedzie Ave,419545,,CHICAGO PARK DISTRICT ,Chicago
1159206.8675,1859771.56525,1967,Maria High School,School,PrivHigh,6727 S California Ave,412994,,MARIA HIGH SCHOOL     ,Chicago
1159407.44775,1858448.35425,1968,McKay Elementary School,School,PubElem,6901 S Fairfield Ave,413284,,CHICAGO BD EDUCATION  ,Chicago
1147651.937,1861458.54,1969,Saint Mary Star of the Sea,School,PrivSchool,4445 W 64th St,417541,,CATHOLIC BISHOP CHGO  ,Chicago
1158872.94025,1850510.7865,1970,Chicago International Charter Schools  - Wrightwood,School,PrivSchool,8130 S California Ave,417820,,CATHOLIC BISHOP CHGO  ,Chicago
1160438.98375,1851333.90225,1971,Rosenwald School,School,PubSchool,2601 W 80th St,416965,,CHICAGO BD EDUCATION  ,Chicago
1152105.075,1856846.3295,1972,Queen of the Universe School,School,PrivSchool,7132 S Hamlin Ave,1832789,,CATHOLIC BISHOP CHGO  ,Chicago
1151576.22825,1851680.80475,1973,Bogan High School,School,PubHigh,3939 W 79th St,426609,,CHICAGO BD EDUCATION  ,Chicago
1148245.01,1849329.65325,1974,Saint Bede the Venerable School,School,PrivSchool,4440 W 83rd St,417194,,CATHOLIC BISHOP CHGO  ,Chicago
1154365.165,1849157.99975,1975,Ashburn Community Elementary School,School,PubElem,8300 S Saint Louis Ave,2041393,,CATHOLIC BISHOP CHGO  ,Chicago
1155253.6005,1849292.1245,1976,Ashburn Lutheran School,School,PrivSchool,3345 W 83rd St,426847,,ASHBURN LUTH CHURCH   ,Chicago
1161053.7375,1852866.282,1977,Saint Rita High School,School,PrivHigh,7740 S Western Ave,416312,,PROVINCE MOTHER OF G C,Chicago
1159494.36725,1854491.625,1978,New Direction College Preparatory,School,PrivHigh,2750 W Columbus Ave,,,MONUMENT OF FAITH CH  ,Chicago
1144140.93775,1873347.84,1979,Hearst Elementary School,School,PubElem,4640 S Lamon Ave,410004,,CHICAGO BD EDUCATION  ,Chicago
1137046.0945,1869453.18425,1980,Saint Jane de Chantal School,School,PrivSchool,5201 S Mcvicker Ave,417340,,CATHOLIC BISHOP CHGO  ,Chicago
1139281.0955,1869022.76825,1981,Gloria Dei Lutheran School,School,PrivSchool,5259 S Major Ave,409099,,GLORIA DEI EV LUTH CH ,Chicago
1142666.594,1872069.712,1982,Our Lady of the Snows School,School,PrivSchool,4810 S Leamington Ave,415256,,CATHOLIC BISHOP CHGO  ,Chicago
1135075.34,1866622.657,1983,Kennedy High School,School,PubHigh,6325 W 56th St,1830926,,CHICAGO BD EDUCATION  ,Chicago
1135450.66775,1866386.3395,1984,Kinzie Elementary School,School,PubElem,6325 W 56th St,411533,,CHICAGO BD EDUCATION  ,Chicago
1137585.469,1862991.02575,1985,Saint Symphorosa School,School,PrivSchool,6125 S Austin Ave,417806,,CATHOLIC BISHOP CHGO  ,Chicago
1132986.843,1863066.74325,1986,Dore Elementary School,School,PubElem,6108 S Natoma Ave,407319,,CHICAGO BD EDUCATION  ,Chicago
1157347.172,1847256.70825,1987,Luther High School South,School,PrivHigh,3130 W 87th St,412750,,LUTHER HS SOUTH ASSN  ,Chicago
1167628.4695,1943438.21925,1989,Loyola University,School,HigherEd,1032 W Sheridan Rd,412733,,LOYOLA UNIV OF CHGO   ,Chicago
