NAME,median_household_income,zip_code,ZIP,TRACT,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO,county_fips
ZCTA5 60007,95240,60007,60007,17031804606,ELK GROVE VILLAGE,IL,0.15933135844265764,0.028056704075605433,0.0020100502512562816,0.12694649496201305,17031
ZCTA5 60007,95240,60007,60007,17031770300,ELK GROVE VILLAGE,IL,0.2154746790802652,0.1668635558180744,0.17688442211055277,0.20453688237512796,17031
ZCTA5 60007,95240,60007,60007,17031770202,ELK GROVE VILLAGE,IL,0.1304838482155452,0.06645008860011814,0.1185929648241206,0.11816369416455628,17031
ZCTA5 60007,95240,60007,60007,17031770400,ELK GROVE VILLAGE,IL,0.1327408661306249,0.3142350856467809,0.26834170854271355,0.17312355191551268,17031
ZCTA5 60007,95240,60007,60007,17031804607,ELK GROVE VILLAGE,IL,0.08964593031457187,0.002362669816893089,0,0.06891535104262084,17031
ZCTA5 60007,95240,60007,60007,17031770201,ELK GROVE VILLAGE,IL,0.2441105938778389,0.057885410513880686,0.18190954773869347,0.20679993534134383,17031
ZCTA5 60007,95240,60007,60007,17031804610,ELK GROVE VILLAGE,IL,0.027507405840033854,0.00029533372711163615,0.11256281407035176,0.027102753381108895,17031
ZCTA5 60007,95240,60007,60007,17031770500,ELK GROVE VILLAGE,IL,0.0005642544787699252,0.20289427052569403,0.1135678391959799,0.04353682849291449,17031
ZCTA5 60007,95240,60007,60007,17031980000,ELK GROVE VILLAGE,IL,0.0001410636196924813,0.06024808033077377,0.010050251256281407,0.01163855811196724,17031
ZCTA5 60008,96213,60008,60008,17031803902,ROLLING MEADOWS,IL,0.14531486691192383,0.05878084179970972,0.011570247933884297,0.12748329621380847,17031
